Date,Index Identifier,Yield Change
2022-06-27,Daily Change in Eng ,0.010548523
2022-06-28,Daily Change in Eng ,0.006263048
2022-06-29,Daily Change in Eng ,-0.010373444
2022-06-30,Daily Change in Eng ,-0.012578616
2022-07-01,Daily Change in Eng ,-0.004246285
2022-07-05,Daily Change in Eng ,-0.008528785
2022-07-06,Daily Change in Eng ,0.023655914
2022-07-07,Daily Change in Eng ,0.010504202
2022-07-08,Daily Change in Eng ,0
2022-07-11,Daily Change in Eng ,-0.012474012
2022-07-12,Daily Change in Eng ,-0.008421053
2022-07-13,Daily Change in Eng ,0.004246285
2022-07-14,Daily Change in Eng ,0.00422833
2022-07-15,Daily Change in Eng ,-0.002105263
2022-07-18,Daily Change in Eng ,0
2022-07-19,Daily Change in Eng ,0.008438819
2022-07-20,Daily Change in Eng ,0
2022-07-21,Daily Change in Eng ,-0.020920502
2022-07-22,Daily Change in Eng ,-0.027777778
2022-07-25,Daily Change in Eng ,0.010989011
2022-07-26,Daily Change in Eng ,0.002173913
2022-07-27,Daily Change in Eng ,-0.006507592
2022-07-28,Daily Change in Eng ,-0.021834061
2022-07-29,Daily Change in Eng ,-0.006696429
2022-08-01,Daily Change in Eng ,-0.013483146
2022-08-02,Daily Change in Eng ,0.020501139
2022-08-03,Daily Change in Eng ,0.011160714
2022-08-04,Daily Change in Eng ,-0.013245033
2022-08-05,Daily Change in Eng ,0.024608501
2022-08-08,Daily Change in Eng ,-0.004366812
2022-08-09,Daily Change in Eng ,0.00877193
2022-08-10,Daily Change in Eng ,-0.015217391
2022-08-11,Daily Change in Eng ,0.008830022
2022-08-12,Daily Change in Eng ,-0.004376368
2022-08-15,Daily Change in Eng ,-0.010989011
2022-08-16,Daily Change in Eng ,0.002222222
2022-08-17,Daily Change in Eng ,0.015521064
2022-08-18,Daily Change in Eng ,-0.002183406
2022-08-19,Daily Change in Eng ,0.019693654
2022-08-22,Daily Change in Eng ,0.012875536
2022-08-23,Daily Change in Eng ,0.002118644
2022-08-24,Daily Change in Eng ,0.00845666
2022-08-25,Daily Change in Eng ,-0.01048218
2022-08-26,Daily Change in Eng ,0.004237288
2022-08-29,Daily Change in Eng ,0.012658228
2022-08-30,Daily Change in Eng ,0.00625
2022-08-31,Daily Change in Eng ,0
2022-09-01,Daily Change in Eng ,0.039337474
2022-09-02,Daily Change in Eng ,-0.015936255
2022-09-06,Daily Change in Eng ,0.026315789
2022-09-07,Daily Change in Eng ,-0.009861933
2022-09-08,Daily Change in Eng ,0.001992032
2022-09-09,Daily Change in Eng ,0.005964215
2022-09-12,Daily Change in Eng ,0.001976285
2022-09-13,Daily Change in Eng ,0.015779093
2022-09-14,Daily Change in Eng ,0.003883495
2022-09-15,Daily Change in Eng ,0.00967118
2022-09-16,Daily Change in Eng ,0.001915709
2022-09-19,Daily Change in Eng ,0.005736138
2022-09-20,Daily Change in Eng ,0.009505703
2022-09-21,Daily Change in Eng ,-0.003766478
2022-09-22,Daily Change in Eng ,0.030245747
2022-09-23,Daily Change in Eng ,0.009174312
2022-09-26,Daily Change in Eng ,0.032727273
2022-09-27,Daily Change in Eng ,0.01584507
2022-09-28,Daily Change in Eng ,-0.022530329
2022-09-29,Daily Change in Eng ,0.010638298
2022-09-30,Daily Change in Eng ,0.007017544
2022-10-03,Daily Change in Eng ,-0.022648084
2022-10-04,Daily Change in Eng ,-0.01426025
2022-10-05,Daily Change in Eng ,0.014466546
2022-10-06,Daily Change in Eng ,0.010695187
2022-10-07,Daily Change in Eng ,0.008818342
2022-10-11,Daily Change in Eng ,0.015734266
2022-10-12,Daily Change in Eng ,0
2022-10-13,Daily Change in Eng ,0.015490534
2022-10-14,Daily Change in Eng ,0.006779661
2022-10-17,Daily Change in Eng ,-0.001683502
2022-10-18,Daily Change in Eng ,-0.008431703
2022-10-19,Daily Change in Eng ,0.022108844
2022-10-20,Daily Change in Eng ,0.013311148
2022-10-21,Daily Change in Eng ,-0.001642036
2022-10-24,Daily Change in Eng ,-0.003289474
2022-10-25,Daily Change in Eng ,-0.014851485
2022-10-26,Daily Change in Eng ,-0.015075377
2022-10-27,Daily Change in Eng ,-0.010204082
2022-10-28,Daily Change in Eng ,0.008591065
2022-10-31,Daily Change in Eng ,0.005110733
2022-11-01,Daily Change in Eng ,-0.003389831
2022-11-02,Daily Change in Eng ,0
2022-11-03,Daily Change in Eng ,0.015306122
2022-11-04,Daily Change in Eng ,-0.003350084
2022-11-07,Daily Change in Eng ,0.005042017
2022-11-08,Daily Change in Eng ,-0.011705686
2022-11-09,Daily Change in Eng ,0.003384095
2022-11-10,Daily Change in Eng ,-0.047217538
2022-11-14,Daily Change in Eng ,-0.007079646
2022-11-15,Daily Change in Eng ,-0.017825312
2022-11-16,Daily Change in Eng ,-0.012704174
2022-11-17,Daily Change in Eng ,0.012867647
2022-11-18,Daily Change in Eng ,0.003629764
2022-11-21,Daily Change in Eng ,-0.001808318
2022-11-22,Daily Change in Eng ,-0.003623188
2022-11-23,Daily Change in Eng ,-0.010909091
2022-11-25,Daily Change in Eng ,0.001838235
2022-11-28,Daily Change in Eng ,-0.003669725
2022-11-29,Daily Change in Eng ,0.005524862
2022-11-30,Daily Change in Eng ,-0.007326007
2022-12-01,Daily Change in Eng ,-0.027675277
2022-12-02,Daily Change in Eng ,-0.007590133
2022-12-05,Daily Change in Eng ,0.015296367
2022-12-06,Daily Change in Eng ,-0.013182674
2022-12-07,Daily Change in Eng ,-0.017175573
2022-12-08,Daily Change in Eng ,0.011650485
2022-12-09,Daily Change in Eng ,0.011516315
2022-12-12,Daily Change in Eng ,0.003795066
2022-12-13,Daily Change in Eng ,-0.018903592
2022-12-14,Daily Change in Eng ,0.001926782
2022-12-15,Daily Change in Eng ,-0.003846154
2022-12-16,Daily Change in Eng ,0.005791506
2022-01-04,Daily Change in Tel ,0.014652015
2022-01-05,Daily Change in Tel ,0.007220217
2022-01-06,Daily Change in Tel ,0.014336918
2022-01-07,Daily Change in Tel ,0.010600707
2022-01-10,Daily Change in Tel ,0.01048951
2022-01-11,Daily Change in Tel ,-0.010380623
2022-01-12,Daily Change in Tel ,-0.003496503
2022-01-13,Daily Change in Tel ,-0.003508772
2022-01-14,Daily Change in Tel ,0.028169014
2022-01-18,Daily Change in Tel ,0.030821918
2022-01-19,Daily Change in Tel ,-0.016611296
2022-01-20,Daily Change in Tel ,0.013513514
2022-01-21,Daily Change in Tel ,-0.02
2022-01-24,Daily Change in Tel ,0.006802721
2022-01-25,Daily Change in Tel ,0.013513514
2022-01-26,Daily Change in Tel ,0.01
2022-01-27,Daily Change in Tel ,0.00660066
2022-01-28,Daily Change in Tel ,0
2022-01-31,Daily Change in Tel ,-0.003278689
2022-02-01,Daily Change in Tel ,-0.003289474
2022-02-02,Daily Change in Tel ,-0.00990099
2022-02-03,Daily Change in Tel ,0.026666667
2022-02-04,Daily Change in Tel ,0.038961039
2022-02-07,Daily Change in Tel ,-0.00625
2022-02-08,Daily Change in Tel ,0.003144654
2022-02-09,Daily Change in Tel ,-0.009404389
2022-02-10,Daily Change in Tel ,0.037974684
2022-02-11,Daily Change in Tel ,-0.009146341
2022-02-14,Daily Change in Tel ,0.018461538
2022-02-15,Daily Change in Tel ,0.009063444
2022-02-16,Daily Change in Tel ,0.008982036
2022-02-17,Daily Change in Tel ,-0.008902077
2022-02-18,Daily Change in Tel ,-0.005988024
2022-02-22,Daily Change in Tel ,0.015060241
2022-02-23,Daily Change in Tel ,0.008902077
2022-02-24,Daily Change in Tel ,0.011764706
2022-02-25,Daily Change in Tel ,-0.011627907
2022-02-28,Daily Change in Tel ,-0.038235294
2022-03-01,Daily Change in Tel ,-0.03058104
2022-03-02,Daily Change in Tel ,0.050473186
2022-03-03,Daily Change in Tel ,-0.009009009
2022-03-04,Daily Change in Tel ,-0.012121212
2022-03-07,Daily Change in Tel ,0.027607362
2022-03-08,Daily Change in Tel ,0.044776119
2022-03-09,Daily Change in Tel ,0.005714286
2022-03-10,Daily Change in Tel ,0.028409091
2022-03-11,Daily Change in Tel ,0.002762431
2022-03-14,Daily Change in Tel ,0.035812672
2022-03-15,Daily Change in Tel ,0.002659574
2022-03-16,Daily Change in Tel ,-0.015915119
2022-03-17,Daily Change in Tel ,-0.018867925
2022-03-18,Daily Change in Tel ,-0.021978022
2022-03-21,Daily Change in Tel ,0.036516854
2022-03-22,Daily Change in Tel ,0.008130081
2022-03-23,Daily Change in Tel ,-0.016129032
2022-03-24,Daily Change in Tel ,0.010928962
2022-03-25,Daily Change in Tel ,0.035135135
2022-03-28,Daily Change in Tel ,-0.007832898
2022-03-29,Daily Change in Tel ,-0.023684211
2022-03-30,Daily Change in Tel ,-0.010781671
2022-03-31,Daily Change in Tel ,-0.010899183
2022-04-01,Daily Change in Tel ,0.024793388
2022-04-04,Daily Change in Tel ,0
2022-04-05,Daily Change in Tel ,0.02688172
2022-04-06,Daily Change in Tel ,0.020942408
2022-04-07,Daily Change in Tel ,0.007692308
2022-04-08,Daily Change in Tel ,0.022900763
2022-04-11,Daily Change in Tel ,0.02238806
2022-04-12,Daily Change in Tel ,-0.00729927
2022-04-13,Daily Change in Tel ,-0.004901961
2022-04-14,Daily Change in Tel ,0.024630542
2022-04-18,Daily Change in Tel ,0.007211538
2022-04-19,Daily Change in Tel ,0.016706444
2022-04-20,Daily Change in Tel ,-0.014084507
2022-04-21,Daily Change in Tel ,0.026190476
2022-04-22,Daily Change in Tel ,0.011600928
2022-04-25,Daily Change in Tel ,-0.018348624
2022-04-26,Daily Change in Tel ,-0.007009346
2022-04-27,Daily Change in Tel ,0.011764706
2022-04-28,Daily Change in Tel ,0.013953488
2022-04-29,Daily Change in Tel ,0.009174312
2022-05-02,Daily Change in Tel ,0.027272727
2022-05-03,Daily Change in Tel ,-0.013274336
2022-05-04,Daily Change in Tel ,-0.011210762
2022-05-05,Daily Change in Tel ,0.024943311
2022-05-06,Daily Change in Tel ,0.011061947
2022-05-09,Daily Change in Tel ,-0.002188184
2022-05-10,Daily Change in Tel ,-0.015350877
2022-05-11,Daily Change in Tel ,0
2022-05-12,Daily Change in Tel ,-0.017817372
2022-05-13,Daily Change in Tel ,0.027210884
2022-05-16,Daily Change in Tel ,-0.004415011
2022-05-17,Daily Change in Tel ,0.019955654
2022-05-18,Daily Change in Tel ,-0.008695652
2022-05-19,Daily Change in Tel ,-0.006578947
2022-05-20,Daily Change in Tel ,-0.011037528
2022-05-23,Daily Change in Tel ,0.013392857
2022-05-24,Daily Change in Tel ,-0.026431718
2022-05-25,Daily Change in Tel ,-0.015837104
2022-05-26,Daily Change in Tel ,-0.011494253
2022-05-27,Daily Change in Tel ,-0.004651163
2022-05-31,Daily Change in Tel ,0.009345794
2022-06-01,Daily Change in Tel ,0.011574074
2022-06-02,Daily Change in Tel ,-0.00228833
2022-06-03,Daily Change in Tel ,0.01146789
2022-06-06,Daily Change in Tel ,0.015873016
2022-06-07,Daily Change in Tel ,-0.011160714
2022-06-08,Daily Change in Tel ,0.011286682
2022-06-09,Daily Change in Tel ,0.008928571
2022-06-10,Daily Change in Tel ,0.03539823
2022-06-13,Daily Change in Tel ,0.057692308
2022-06-14,Daily Change in Tel ,0.02020202
2022-06-15,Daily Change in Tel ,-0.021782178
2022-06-16,Daily Change in Tel ,-0.002024291
2022-06-17,Daily Change in Tel ,-0.012170385
2022-06-21,Daily Change in Tel ,0.01026694
2022-06-22,Daily Change in Tel ,-0.018292683
2022-06-23,Daily Change in Tel ,-0.01242236
2022-06-24,Daily Change in Tel ,0.006289308
2022-06-27,Daily Change in Tel ,0.0125
2022-06-28,Daily Change in Tel ,0.00617284
2022-06-29,Daily Change in Tel ,-0.016359918
2022-06-30,Daily Change in Tel ,-0.014553015
2022-07-01,Daily Change in Tel ,-0.010548523
2022-07-05,Daily Change in Tel ,-0.012793177
2022-07-06,Daily Change in Tel ,0.012958963
2022-07-07,Daily Change in Tel ,0.006396588
2022-07-08,Daily Change in Tel ,0.008474576
2022-07-11,Daily Change in Tel ,-0.021008403
2022-07-12,Daily Change in Tel ,-0.004291845
2022-07-13,Daily Change in Tel ,-0.004310345
2022-07-14,Daily Change in Tel ,0.010822511
2022-07-15,Daily Change in Tel ,-0.00856531
2022-07-18,Daily Change in Tel ,0
2022-07-19,Daily Change in Tel ,0.008639309
2022-07-20,Daily Change in Tel ,-0.002141328
2022-07-21,Daily Change in Tel ,-0.019313305
2022-07-22,Daily Change in Tel ,-0.021881838
2022-07-25,Daily Change in Tel ,0.015659955
2022-07-26,Daily Change in Tel ,0
2022-07-27,Daily Change in Tel ,-0.017621145
2022-07-28,Daily Change in Tel ,-0.00896861
2022-07-29,Daily Change in Tel ,-0.011312217
2022-08-01,Daily Change in Tel ,-0.006864989
2022-08-02,Daily Change in Tel ,0.02764977
2022-08-03,Daily Change in Tel ,0.002242152
2022-08-04,Daily Change in Tel ,-0.013422819
2022-08-05,Daily Change in Tel ,0.036281179
2022-08-08,Daily Change in Tel ,-0.015317287
2022-08-09,Daily Change in Tel ,0.011111111
2022-08-10,Daily Change in Tel ,-0.008791209
2022-08-11,Daily Change in Tel ,0.015521064
2022-08-12,Daily Change in Tel ,-0.015283843
2022-08-15,Daily Change in Tel ,-0.00886918
2022-08-16,Daily Change in Tel ,0.006711409
2022-08-17,Daily Change in Tel ,0.02
2022-08-18,Daily Change in Tel ,-0.002178649
2022-08-19,Daily Change in Tel ,0.026200873
2022-08-22,Daily Change in Tel ,0.012765957
2022-08-23,Daily Change in Tel ,0
2022-08-24,Daily Change in Tel ,0.008403361
2022-08-25,Daily Change in Tel ,-0.016666667
2022-08-26,Daily Change in Tel ,0.002118644
2022-08-29,Daily Change in Tel ,0.019027484
2022-08-30,Daily Change in Tel ,0.004149378
2022-08-31,Daily Change in Tel ,0.008264463
2022-09-01,Daily Change in Tel ,0.032786885
2022-09-02,Daily Change in Tel ,-0.015873016
2022-09-06,Daily Change in Tel ,0.030241935
2022-09-07,Daily Change in Tel ,-0.017612524
2022-09-08,Daily Change in Tel ,0
2022-09-09,Daily Change in Tel ,0.001992032
2022-09-12,Daily Change in Tel ,0.001988072
2022-09-13,Daily Change in Tel ,0.017857143
2022-09-14,Daily Change in Tel ,0
2022-09-15,Daily Change in Tel ,0.007797271
2022-09-16,Daily Change in Tel ,0.007736944
2022-09-19,Daily Change in Tel ,0.003838772
2022-09-20,Daily Change in Tel ,0.013384321
2022-09-21,Daily Change in Tel ,-0.00754717
2022-09-22,Daily Change in Tel ,0.034220532
2022-09-23,Daily Change in Tel ,0.005514706
2022-09-26,Daily Change in Tel ,0.032906764
2022-09-27,Daily Change in Tel ,0.024778761
2022-09-28,Daily Change in Tel ,-0.02417962
2022-09-29,Daily Change in Tel ,0.014159292
2022-09-30,Daily Change in Tel ,0
2022-10-03,Daily Change in Tel ,-0.031413613
2022-10-04,Daily Change in Tel ,-0.016216216
2022-10-05,Daily Change in Tel ,0.023809524
2022-10-06,Daily Change in Tel ,0.003577818
2022-10-07,Daily Change in Tel ,0.016042781
2022-10-11,Daily Change in Tel ,0.019298246
2022-10-12,Daily Change in Tel ,0.005163511
2022-10-13,Daily Change in Tel ,0.011986301
2022-10-14,Daily Change in Tel ,0.001692047
2022-10-17,Daily Change in Tel ,0
2022-10-18,Daily Change in Tel ,-0.006756757
2022-10-19,Daily Change in Tel ,0.023809524
2022-10-20,Daily Change in Tel ,0.014950166
2022-10-21,Daily Change in Tel ,0.003273322
2022-10-24,Daily Change in Tel ,-0.004893964
2022-10-25,Daily Change in Tel ,-0.018032787
2022-10-26,Daily Change in Tel ,-0.016694491
2022-10-27,Daily Change in Tel ,-0.010186757
2022-10-28,Daily Change in Tel ,0.008576329
2022-10-31,Daily Change in Tel ,0.010204082
2022-11-01,Daily Change in Tel ,-0.01010101
2022-11-02,Daily Change in Tel ,-0.00170068
2022-11-03,Daily Change in Tel ,0.015332198
2022-11-04,Daily Change in Tel ,0
2022-11-07,Daily Change in Tel ,0.005033557
2022-11-08,Daily Change in Tel ,-0.010016694
2022-11-09,Daily Change in Tel ,0.006745363
2022-11-10,Daily Change in Tel ,-0.055276382
2022-11-14,Daily Change in Tel ,-0.005319149
2022-11-15,Daily Change in Tel ,-0.019607843
2022-11-16,Daily Change in Tel ,-0.014545455
2022-11-17,Daily Change in Tel ,0.011070111
2022-11-18,Daily Change in Tel ,0.001824818
2022-11-21,Daily Change in Tel ,-0.005464481
2022-11-22,Daily Change in Tel ,-0.007326007
2022-11-23,Daily Change in Tel ,-0.011070111
2022-11-25,Daily Change in Tel ,-0.003731343
2022-11-28,Daily Change in Tel ,-0.001872659
2022-11-29,Daily Change in Tel ,0.015009381
2022-11-30,Daily Change in Tel ,-0.005545287
2022-12-01,Daily Change in Tel ,-0.035315985
2022-12-02,Daily Change in Tel ,-0.007707129
2022-12-05,Daily Change in Tel ,0.015533981
2022-12-06,Daily Change in Tel ,-0.013384321
2022-12-07,Daily Change in Tel ,-0.01744186
2022-12-08,Daily Change in Tel ,0.007889546
2022-12-09,Daily Change in Tel ,0.007827789
2022-12-12,Daily Change in Tel ,0.005825243
2022-12-13,Daily Change in Tel ,-0.019305019
2022-12-14,Daily Change in Tel ,0.003937008
2022-12-15,Daily Change in Tel ,-0.003921569
2022-12-16,Daily Change in Tel ,0.00984252
2022-01-04,Daily Change in Ind,0.012931034
2022-01-05,Daily Change in Ind,0.008510638
2022-01-06,Daily Change in Ind,0.016877637
2022-01-07,Daily Change in Ind,0.008298755
2022-01-10,Daily Change in Ind,0.012345679
2022-01-11,Daily Change in Ind,-0.012195122
2022-01-12,Daily Change in Ind,0
2022-01-13,Daily Change in Ind,-0.004115226
2022-01-14,Daily Change in Ind,0.02892562
2022-01-18,Daily Change in Ind,0.032128514
2022-01-19,Daily Change in Ind,-0.011673152
2022-01-20,Daily Change in Ind,0.003937008
2022-01-21,Daily Change in Ind,-0.015686275
2022-01-24,Daily Change in Ind,0.007968127
2022-01-25,Daily Change in Ind,0.015810277
2022-01-26,Daily Change in Ind,0.011673152
2022-01-27,Daily Change in Ind,0.011538462
2022-01-28,Daily Change in Ind,0.003802281
2022-01-31,Daily Change in Ind,0
2022-02-01,Daily Change in Ind,0
2022-02-02,Daily Change in Ind,-0.015151515
2022-02-03,Daily Change in Ind,0.023076923
2022-02-04,Daily Change in Ind,0.04887218
2022-02-07,Daily Change in Ind,-0.007168459
2022-02-08,Daily Change in Ind,0.010830325
2022-02-09,Daily Change in Ind,-0.010714286
2022-02-10,Daily Change in Ind,0.046931408
2022-02-11,Daily Change in Ind,-0.013793103
2022-02-14,Daily Change in Ind,0.024475524
2022-02-15,Daily Change in Ind,0.010238908
2022-02-16,Daily Change in Ind,0.003378378
2022-02-17,Daily Change in Ind,-0.013468013
2022-02-18,Daily Change in Ind,-0.003412969
2022-02-22,Daily Change in Ind,0.017123288
2022-02-23,Daily Change in Ind,0.01010101
2022-02-24,Daily Change in Ind,0.013333333
2022-02-25,Daily Change in Ind,-0.003289474
2022-02-28,Daily Change in Ind,-0.04290429
2022-03-01,Daily Change in Ind,-0.031034483
2022-03-02,Daily Change in Ind,0.060498221
2022-03-03,Daily Change in Ind,-0.006711409
2022-03-04,Daily Change in Ind,-0.016891892
2022-03-07,Daily Change in Ind,0.030927835
2022-03-08,Daily Change in Ind,0.05
2022-03-09,Daily Change in Ind,0.012698413
2022-03-10,Daily Change in Ind,0.02507837
2022-03-11,Daily Change in Ind,0.003058104
2022-03-14,Daily Change in Ind,0.045731707
2022-03-15,Daily Change in Ind,0.002915452
2022-03-16,Daily Change in Ind,-0.002906977
2022-03-17,Daily Change in Ind,-0.017492711
2022-03-18,Daily Change in Ind,-0.017804154
2022-03-21,Daily Change in Ind,0.045317221
2022-03-22,Daily Change in Ind,0.00867052
2022-03-23,Daily Change in Ind,-0.020057307
2022-03-24,Daily Change in Ind,0.005847953
2022-03-25,Daily Change in Ind,0.040697674
2022-03-28,Daily Change in Ind,-0.002793296
2022-03-29,Daily Change in Ind,-0.025210084
2022-03-30,Daily Change in Ind,-0.017241379
2022-03-31,Daily Change in Ind,-0.00877193
2022-04-01,Daily Change in Ind,0.017699115
2022-04-04,Daily Change in Ind,0.005797101
2022-04-05,Daily Change in Ind,0.025936599
2022-04-06,Daily Change in Ind,0.011235955
2022-04-07,Daily Change in Ind,0.005555556
2022-04-08,Daily Change in Ind,0.022099448
2022-04-11,Daily Change in Ind,0.016216216
2022-04-12,Daily Change in Ind,-0.013297872
2022-04-13,Daily Change in Ind,0
2022-04-14,Daily Change in Ind,0.02425876
2022-04-18,Daily Change in Ind,0.010526316
2022-04-19,Daily Change in Ind,0.018229167
2022-04-20,Daily Change in Ind,-0.012787724
2022-04-21,Daily Change in Ind,0.025906736
2022-04-22,Daily Change in Ind,0.01010101
2022-04-25,Daily Change in Ind,-0.015
2022-04-26,Daily Change in Ind,-0.010152284
2022-04-27,Daily Change in Ind,0.01025641
2022-04-28,Daily Change in Ind,0.012690355
2022-04-29,Daily Change in Ind,0.012531328
2022-05-02,Daily Change in Ind,0.032178218
2022-05-03,Daily Change in Ind,-0.009592326
2022-05-04,Daily Change in Ind,-0.016949153
2022-05-05,Daily Change in Ind,0.024630542
2022-05-06,Daily Change in Ind,0.012019231
2022-05-09,Daily Change in Ind,-0.004750594
2022-05-10,Daily Change in Ind,-0.007159905
2022-05-11,Daily Change in Ind,-0.009615385
2022-05-12,Daily Change in Ind,-0.014563107
2022-05-13,Daily Change in Ind,0.027093596
2022-05-16,Daily Change in Ind,-0.004796163
2022-05-17,Daily Change in Ind,0.021686747
2022-05-18,Daily Change in Ind,-0.009433962
2022-05-19,Daily Change in Ind,-0.002380952
2022-05-20,Daily Change in Ind,-0.011933174
2022-05-23,Daily Change in Ind,0.012077295
2022-05-24,Daily Change in Ind,-0.023866348
2022-05-25,Daily Change in Ind,-0.014669927
2022-05-26,Daily Change in Ind,-0.009925558
2022-05-27,Daily Change in Ind,-0.002506266
2022-05-31,Daily Change in Ind,0.015075377
2022-06-01,Daily Change in Ind,0.017326733
2022-06-02,Daily Change in Ind,-0.00243309
2022-06-03,Daily Change in Ind,0.012195122
2022-06-06,Daily Change in Ind,0.014457831
2022-06-07,Daily Change in Ind,-0.011876485
2022-06-08,Daily Change in Ind,0.012019231
2022-06-09,Daily Change in Ind,0.009501188
2022-06-10,Daily Change in Ind,0.037647059
2022-06-13,Daily Change in Ind,0.065759637
2022-06-14,Daily Change in Ind,0.021276596
2022-06-15,Daily Change in Ind,-0.022916667
2022-06-16,Daily Change in Ind,-0.006396588
2022-06-17,Daily Change in Ind,-0.010729614
2022-06-21,Daily Change in Ind,0.010845987
2022-06-22,Daily Change in Ind,-0.021459227
2022-06-23,Daily Change in Ind,-0.010964912
2022-06-24,Daily Change in Ind,0.011086475
2022-06-27,Daily Change in Ind,0.013157895
2022-06-28,Daily Change in Ind,0.004329004
2022-06-29,Daily Change in Ind,-0.019396552
2022-06-30,Daily Change in Ind,-0.015384615
2022-07-01,Daily Change in Ind,-0.008928571
2022-07-05,Daily Change in Ind,-0.011261261
2022-07-06,Daily Change in Ind,0.018223235
2022-07-07,Daily Change in Ind,0.008948546
2022-07-08,Daily Change in Ind,0.011086475
2022-07-11,Daily Change in Ind,-0.015350877
2022-07-12,Daily Change in Ind,-0.006681514
2022-07-13,Daily Change in Ind,0
2022-07-14,Daily Change in Ind,0.006726457
2022-07-15,Daily Change in Ind,-0.008908686
2022-07-18,Daily Change in Ind,0.002247191
2022-07-19,Daily Change in Ind,0.006726457
2022-07-20,Daily Change in Ind,-0.002227171
2022-07-21,Daily Change in Ind,-0.03125
2022-07-22,Daily Change in Ind,-0.023041475
2022-07-25,Daily Change in Ind,0.014150943
2022-07-26,Daily Change in Ind,-0.002325581
2022-07-27,Daily Change in Ind,-0.016317016
2022-07-28,Daily Change in Ind,-0.011848341
2022-07-29,Daily Change in Ind,-0.009592326
2022-08-01,Daily Change in Ind,-0.012106538
2022-08-02,Daily Change in Ind,0.031862745
2022-08-03,Daily Change in Ind,-0.002375297
2022-08-04,Daily Change in Ind,-0.014285714
2022-08-05,Daily Change in Ind,0.038647343
2022-08-08,Daily Change in Ind,-0.013953488
2022-08-09,Daily Change in Ind,0.011792453
2022-08-10,Daily Change in Ind,-0.009324009
2022-08-11,Daily Change in Ind,0.007058824
2022-08-12,Daily Change in Ind,-0.007009346
2022-08-15,Daily Change in Ind,-0.009411765
2022-08-16,Daily Change in Ind,0.007125891
2022-08-17,Daily Change in Ind,0.016509434
2022-08-18,Daily Change in Ind,-0.002320186
2022-08-19,Daily Change in Ind,0.018604651
2022-08-22,Daily Change in Ind,0.01826484
2022-08-23,Daily Change in Ind,0.002242152
2022-08-24,Daily Change in Ind,0.006711409
2022-08-25,Daily Change in Ind,-0.015555556
2022-08-26,Daily Change in Ind,0.002257336
2022-08-29,Daily Change in Ind,0.02027027
2022-08-30,Daily Change in Ind,0
2022-08-31,Daily Change in Ind,0.008830022
2022-09-01,Daily Change in Ind,0.030634573
2022-09-02,Daily Change in Ind,-0.01910828
2022-09-06,Daily Change in Ind,0.032467532
2022-09-07,Daily Change in Ind,-0.016771488
2022-09-08,Daily Change in Ind,0.006396588
2022-09-09,Daily Change in Ind,0.002118644
2022-09-12,Daily Change in Ind,0.00422833
2022-09-13,Daily Change in Ind,0.023157895
2022-09-14,Daily Change in Ind,-0.002057613
2022-09-15,Daily Change in Ind,0.008247423
2022-09-16,Daily Change in Ind,0.006134969
2022-09-19,Daily Change in Ind,0.006097561
2022-09-20,Daily Change in Ind,0.012121212
2022-09-21,Daily Change in Ind,-0.007984032
2022-09-22,Daily Change in Ind,0.036217304
2022-09-23,Daily Change in Ind,0.00776699
2022-09-26,Daily Change in Ind,0.026974952
2022-09-27,Daily Change in Ind,0.022514071
2022-09-28,Daily Change in Ind,-0.033027523
2022-09-29,Daily Change in Ind,0.020872865
2022-09-30,Daily Change in Ind,0.007434944
2022-10-03,Daily Change in Ind,-0.025830258
2022-10-04,Daily Change in Ind,-0.015151515
2022-10-05,Daily Change in Ind,0.019230769
2022-10-06,Daily Change in Ind,0.009433962
2022-10-07,Daily Change in Ind,0.013084112
2022-10-11,Daily Change in Ind,0.014760148
2022-10-12,Daily Change in Ind,0
2022-10-13,Daily Change in Ind,0.014545455
2022-10-14,Daily Change in Ind,0.007168459
2022-10-17,Daily Change in Ind,-0.003558719
2022-10-18,Daily Change in Ind,-0.003571429
2022-10-19,Daily Change in Ind,0.023297491
2022-10-20,Daily Change in Ind,0.015761821
2022-10-21,Daily Change in Ind,-0.005172414
2022-10-24,Daily Change in Ind,-0.001733102
2022-10-25,Daily Change in Ind,-0.017361111
2022-10-26,Daily Change in Ind,-0.014134276
2022-10-27,Daily Change in Ind,-0.012544803
2022-10-28,Daily Change in Ind,0.012704174
2022-10-31,Daily Change in Ind,0.008960573
2022-11-01,Daily Change in Ind,-0.005328597
2022-11-02,Daily Change in Ind,0.001785714
2022-11-03,Daily Change in Ind,0.01426025
2022-11-04,Daily Change in Ind,0
2022-11-07,Daily Change in Ind,0.005272408
2022-11-08,Daily Change in Ind,-0.013986014
2022-11-09,Daily Change in Ind,0.00177305
2022-11-10,Daily Change in Ind,-0.051327434
2022-11-14,Daily Change in Ind,0.001865672
2022-11-15,Daily Change in Ind,-0.014897579
2022-11-16,Daily Change in Ind,-0.015122873
2022-11-17,Daily Change in Ind,0.011516315
2022-11-18,Daily Change in Ind,0.003795066
2022-11-21,Daily Change in Ind,-0.001890359
2022-11-22,Daily Change in Ind,-0.009469697
2022-11-23,Daily Change in Ind,-0.011472275
2022-11-25,Daily Change in Ind,0
2022-11-28,Daily Change in Ind,-0.003868472
2022-11-29,Daily Change in Ind,0.00776699
2022-11-30,Daily Change in Ind,-0.009633911
